,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,port hedland,0,AU,1554357600,15,-20.31,118.58,96.8,13.87
389,antalaha,24,MG,1554359376,92,-14.9,50.28,81.86,5.08
390,hauterive,75,FR,1554358566,80,46.09,3.45,35.6,2.24
391,zalantun,56,CN,1554359377,87,48.0,122.72,40.82,4.41
392,shingu,0,JP,1554354000,28,33.72,135.99,59.0,8.05
393,mulhouse,75,FR,1554359279,99,47.75,7.34,36.0,3.4
394,goya,24,AR,1554359378,90,-29.14,-59.27,73.94,6.76
395,tevriz,64,RU,1554359378,67,57.51,72.4,39.65,4.52
396,dembi dolo,56,ET,1554359378,29,8.53,34.8,78.44,3.74
397,alofi,80,NU,1554354000,88,-19.06,-169.92,77.0,10.29
398,pauini,44,BR,1554359379,90,-7.71,-67.0,77.72,2.62
399,coevorden,80,NL,1554359355,100,52.66,6.74,42.01,6.08
400,codrington,92,AU,1554359160,50,-28.95,153.24,77.0,14.99
401,keshorai patan,0,IN,1554357600,18,25.3,75.93,98.6,3.36
402,san felipe,64,CL,1554359364,99,-32.75,-70.73,55.0,1.01
403,ankara,0,TR,1554359288,76,39.92,32.85,48.0,8.05
404,taybad,68,IR,1554359381,83,34.74,60.78,60.89,5.75
405,salalah,0,OM,1554353400,65,17.01,54.1,82.4,2.24
406,mamit,40,IN,1554355800,48,23.92,92.49,84.2,3.36
407,gisborne,32,NZ,1554358809,82,-38.66,178.02,57.0,6.76
408,akdepe,0,TM,1554357600,58,42.05,59.39,57.2,13.87
409,uvira,75,CD,1554357600,83,-3.41,29.14,75.2,2.28
410,mehran,75,IR,1554357600,54,33.12,46.17,55.4,4.7
411,san antero,0,CO,1554359383,79,9.38,-75.76,78.8,9.66
412,beringovskiy,92,RU,1554359165,94,63.05,179.32,29.39,19.28
413,karratha,0,AU,1554359383,19,-20.74,116.85,101.84,4.07
414,quatre cocos,40,MU,1554359343,70,-20.21,57.76,86.0,6.93
415,warrnambool,20,AU,1554358948,58,-38.38,142.48,73.99,4.0
416,udachnyy,8,RU,1554359119,60,66.42,112.4,34.07,4.63
417,dubbo,40,AU,1554357600,34,-32.25,148.6,78.8,8.05
418,barberton,1,US,1554359356,59,41.01,-81.61,44.01,2.84
419,hay river,75,CA,1554357600,77,60.82,-115.79,3.2,2.24
420,inirida,76,CO,1554359385,93,3.87,-67.92,76.19,1.95
421,bani walid,20,LY,1554359385,56,31.76,14.0,51.89,4.07
422,aliquippa,20,US,1554359365,55,40.61,-80.27,42.01,2.39
423,beidao,0,CN,1554359090,75,34.57,105.89,58.64,4.74
424,teya,12,MX,1554358508,73,21.05,-89.07,79.0,6.42
425,itarema,88,BR,1554359226,100,-2.92,-39.92,72.77,3.29
426,alta floresta,76,BR,1554359137,92,-9.87,-56.08,73.04,3.62
427,tabas,0,IR,1554357600,31,33.6,56.92,75.2,6.93
428,nemuro,75,JP,1554354000,28,43.32,145.57,44.6,10.29
429,la libertad,40,PE,1554357600,71,-16.38,-71.56,53.6,1.95
430,velsk,0,RU,1554359266,79,61.07,42.1,28.67,3.62
431,kupang,75,ID,1554357600,59,-10.16,123.6,89.6,9.17
432,mweka,0,CD,1554359389,92,-4.85,21.56,76.64,3.4
433,rudraprayag,0,IN,1554359389,48,30.29,78.98,74.39,1.28
434,ljungby,0,SE,1554358534,60,56.83,13.94,44.6,5.82
435,nioro,100,GM,1554359390,51,13.79,-15.05,75.74,13.69
436,tateyama,75,JP,1554358805,38,36.66,137.31,62.01,10.29
437,eureka,90,US,1554359011,93,40.8,-124.16,54.0,4.7
438,trinidad,0,UY,1554359391,92,-33.52,-56.9,65.3,9.44
439,kieta,88,PG,1554359391,100,-6.22,155.63,80.06,4.18
440,srandakan,92,ID,1554359392,83,-7.94,110.25,81.14,4.52
441,hasaki,20,JP,1554359078,23,35.73,140.83,66.0,9.17
442,vaitape,8,PF,1554359392,98,-16.52,-151.75,84.92,7.2
443,mogocha,76,RU,1554359393,49,53.73,119.76,33.89,3.96
444,avera,1,US,1554359264,87,33.19,-82.53,55.99,5.53
445,auki,0,NG,1554359314,30,12.18,6.51,68.81,7.43
446,aripuana,80,BR,1554359200,93,-9.17,-60.63,74.84,2.95
447,isangel,75,VU,1554354000,74,-19.55,169.27,86.0,12.01
448,mosetse,0,BW,1554359394,57,-20.64,26.64,68.18,7.43
449,nagar karnul,8,IN,1554359394,28,16.48,78.32,95.72,6.42
450,raymond,1,US,1554359221,29,43.04,-71.18,41.0,11.41
451,casa grande,1,US,1554359236,55,32.88,-111.76,68.0,8.05
452,atikokan,0,CA,1554359303,71,48.76,-91.62,10.22,2.39
453,kijang,0,KR,1554357600,17,35.24,129.21,66.2,13.87
454,ilulissat,64,GL,1554357000,78,69.22,-51.1,17.6,17.22
455,hambantota,40,LK,1554354600,59,6.12,81.12,89.6,4.7
456,tucuman,0,PE,1554359396,89,-17.17,-70.89,52.97,0.38
457,kontagora,0,NG,1554359397,75,10.4,5.47,70.7,2.62
458,smithers,90,CA,1554354000,42,54.78,-127.17,46.4,3.36
459,doka,0,SD,1554359397,19,13.52,35.76,80.6,4.63
460,chojnice,0,PL,1554359344,50,53.7,17.57,50.0,25.01
461,oleksandrivka,20,UA,1554359399,72,48.97,32.24,40.37,4.29
462,tando muhammad khan,0,PK,1554359399,32,25.12,68.53,99.5,6.98
463,makakilo city,1,US,1554359155,69,21.35,-158.09,75.2,6.93
464,mahibadhoo,8,MV,1554359399,100,3.78,72.97,83.84,6.76
465,nakusp,92,CA,1554359104,99,50.24,-117.8,34.0,1.01
466,chilca,75,PE,1554358858,87,-13.22,-72.34,50.0,1.12
467,goderich,80,CA,1554359009,82,43.74,-81.71,32.0,8.01
468,ladario,36,PT,1554359102,75,40.7,-7.74,39.0,1.99
469,calvinia,76,ZA,1554359147,69,-31.47,19.78,44.51,2.62
470,daulatpur,0,BD,1554359404,65,22.87,89.53,93.2,8.88
471,sambava,76,MG,1554359404,100,-14.27,50.17,83.12,11.68
472,tecalitlan,0,MX,1554359405,79,19.47,-103.3,54.86,1.72
473,sahuaripa,8,MX,1554359405,52,29.05,-109.23,53.96,2.51
474,sharlyk,80,RU,1554359408,93,52.93,54.74,34.61,9.78
475,bahia blanca,92,AR,1554359149,85,-38.72,-62.27,66.92,18.84
476,sangar,64,RU,1554359100,53,63.92,127.47,34.79,3.18
477,manavalakurichi,20,IN,1554357600,63,8.13,77.3,91.4,8.05
478,magaria,0,NE,1554359411,37,13.0,8.91,68.18,4.63
479,taoudenni,0,ML,1554359199,48,22.68,-3.98,73.85,13.47
480,bataipora,24,BR,1554359412,89,-22.3,-53.27,71.42,5.97
481,iralaya,88,HN,1554359413,88,15.0,-83.23,78.89,8.55
482,yinchuan,8,CN,1554359194,29,38.48,106.21,69.26,4.41
483,khorinsk,56,RU,1554359414,28,52.16,109.78,30.2,7.31
484,agadez,0,NE,1554354000,22,16.97,7.99,77.0,9.17
485,bilma,0,NE,1554359112,26,18.69,12.92,68.0,4.97
486,mogadishu,75,SO,1554357600,62,2.04,45.34,87.8,12.75
487,kefamenanu,68,ID,1554359416,71,-9.45,124.48,79.16,2.62
488,shushenskoye,0,RU,1554355800,25,53.33,91.95,41.0,8.95
489,show low,1,US,1554359103,48,34.25,-110.03,48.2,10.29
490,carballo,40,ES,1554359405,87,43.21,-8.69,43.0,8.05
491,walvis bay,90,NA,1554357732,87,-22.95,14.51,57.99,8.05
492,tabory,12,PL,1554359346,40,53.89,19.53,46.0,1.99
493,calvia,40,ES,1554359170,71,39.57,2.51,54.0,5.82
494,neepawa,75,CA,1554357600,68,50.23,-99.46,28.4,10.29
495,lima,75,PE,1554359102,94,-12.06,-77.04,70.0,12.75
496,mahon,75,IE,1554357600,86,51.89,-8.4,37.4,13.87
497,maldonado,20,UY,1554357600,87,-34.91,-54.96,60.8,6.93
498,balaipungut,56,ID,1554359418,89,1.11,101.31,83.84,3.18
499,santa isabel do rio negro,20,BR,1554359419,95,-0.41,-65.02,75.11,2.39
500,siocon,8,PH,1554359419,86,11.03,124.04,83.75,3.4
501,naze,32,NG,1554359380,90,5.43,7.07,77.45,8.1
502,barinas,32,VE,1554359420,55,8.64,-70.23,78.62,8.55
503,mackenzie,90,CA,1554354000,45,55.34,-123.09,42.8,4.7
504,lasa,20,CY,1554358555,77,34.92,32.53,59.0,8.05
505,biak,68,ID,1554359235,79,-0.91,122.88,86.18,2.84
506,gorontalo,64,ID,1554359421,81,0.54,123.06,80.96,2.39
507,san mateo del mar,0,MX,1554359421,97,16.21,-94.98,78.71,2.62
508,altamira,88,BR,1554359407,90,-3.2,-52.21,76.82,4.63
509,gravdal,0,NO,1554359408,86,59.79,5.78,48.2,4.7
510,pervomayskiy,88,RU,1554359422,82,53.24,40.29,31.91,13.58
511,sur,0,OM,1554359423,79,22.57,59.53,82.04,0.49
512,omboue,68,GA,1554359423,100,-1.57,9.26,79.7,9.78
513,coahuayana,0,MX,1554359118,67,18.62,-100.35,58.1,2.06
514,joshimath,0,IN,1554359424,92,30.57,79.57,28.94,0.49
515,batangafo,24,CF,1554359424,80,7.3,18.29,73.76,11.01
516,turukhansk,80,RU,1554359424,99,65.8,87.96,23.99,8.43
517,biu,0,NG,1554359424,23,10.61,12.19,71.96,6.76
518,akim swedru,8,GH,1554359425,94,5.89,-1.02,73.04,4.52
519,celestun,32,MX,1554359425,86,20.87,-90.4,81.14,16.37
520,cockburn town,0,TC,1554359177,99,21.46,-71.14,78.26,18.39
521,lata,12,IN,1554359158,78,30.78,78.62,62.24,0.38
522,yaan,0,NG,1554359426,75,7.38,8.57,80.87,12.8
523,natchez,75,US,1554359405,72,31.56,-91.4,62.6,8.05
524,riyadh,0,SA,1554357600,17,24.63,46.72,77.0,4.7
525,zhicheng,0,CN,1554359426,33,35.04,112.59,75.47,6.42
526,malgrat de mar,90,ES,1554359408,100,41.65,2.74,46.0,2.24
527,pasir gudang,75,MY,1554359078,55,1.46,103.88,93.2,8.05
528,trindade,0,BR,1554357600,88,-16.66,-49.49,71.6,3.36
529,santa luzia,0,BR,1554357600,88,-19.77,-43.85,68.0,2.24
530,tashigang,20,CN,1554359429,16,29.3,88.13,42.89,4.18
531,sao raimundo das mangabeiras,68,BR,1554359429,93,-7.02,-45.48,72.14,3.29
